"報告年度:2023","議題:溫室氣體排放"
"公司代號","公司名稱","直接(範疇一)溫室氣體排放量-數據(公噸CO₂e)","直接(範疇一)溫室氣體排放量-資料邊界","直接(範疇一)溫室氣體排放量-確信範圍","能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e)","能源間接(範疇二)溫室氣體排放量-資料邊界","能源間接(範疇二)溫室氣體排放量-確信範圍","其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e)","其他間接(範疇三)溫室氣體排放量-資料邊界","其他間接(範疇三)溫室氣體排放量-確信範圍","溫室氣體排放密集度-密集度(公噸CO₂e/百萬元營業額)"
"=""3266""","昇陽","N/A","N/A","N/A","95.7780","僅母公司辦公區域的外購電力(台電購電)","N/A","N/A","N/A","N/A","0.0252"
"=""3296""","勝德","311.2050","採營運控制權法定義 包含勝德國際研發股份有限公司、東莞詮盛電器有限公司、勝興(越南-海陽)科技責任有限公司","N/A","3,502.2998","採營運控制權法定義 包含勝德國際研發股份有限公司、東莞詮盛電器有限公司、勝興(越南-海陽)科技責任有限公司","N/A","N/A","N/A","N/A","N/A"
"=""3305""","昇貿","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3308""","聯德","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3311""","閎暉","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3312""","弘憶股","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3321""","同泰","14.6070","母公司","N/A","8,725.3439","母公司","N/A","N/A","N/A","N/A","6.7500"
"=""3338""","泰碩","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3346""","麗清","19.5000","母公司","N/A","2,129.5000","母公司","N/A","N/A","N/A","N/A","1.1900"
"=""3356""","奇偶","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3376""","新日興","676.3528","母公司(台北總部)、合併財務報表之子公司(蘇州欣日興廠、昆山呈越廠、東莞呈越廠、福清呈杰廠及重慶欣日興廠)","母公司(台北總部)、合併財務報表之子公司(蘇州欣日興廠、昆山呈越廠、東莞呈越廠、福清呈杰廠及重慶欣日興廠)","23,899.6227","母公司(台北總部)、合併財務報表之子公司(蘇州欣日興廠、昆山呈越廠、東莞呈越廠、福清呈杰廠及重慶欣日興廠)","母公司(台北總部)、合併財務報表之子公司(蘇州欣日興廠、昆山呈越廠、東莞呈越廠、福清呈杰廠及重慶欣日興廠)","66,916.1431","母公司(台北總部)、合併財務報表之子公司(蘇州欣日興廠、昆山呈越廠、東莞呈越廠、福清呈杰廠及重慶欣日興廠)","母公司(台北總部)、合併財務報表之子公司(蘇州欣日興廠、昆山呈越廠、東莞呈越廠、福清呈杰廠及重慶欣日興廠)","2.4411"
"=""3380""","明泰","85.5502","採取營運控制權法。盤查範圍為明泰科技股份有限公司新竹廠","採取營運控制權法。盤查範圍為明泰科技股份有限公司新竹廠","4,791.7539","採取營運控制權法。盤查範圍為明泰科技股份有限公司新竹廠","採取營運控制權法。盤查範圍為明泰科技股份有限公司新竹廠","549.1743","採取營運控制權法。盤查範圍為明泰科技股份有限公司新竹廠","採取營運控制權法。盤查範圍為明泰科技股份有限公司新竹廠","0.2672"
"=""3406""","玉晶光","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3413""","京鼎","469.3281","1.京鼎精密科技、承鼎精密、凱諾科技股份有限公司(科中廠) 2.京鼎精密科技、承鼎精密股份有限公司竹南科研廠(科研廠) 3.銓冠半導體科技股份有限公司 4.凱樺康半導體設備南京有限公司 5.Foxsemicon LLC. 6.Foxsemicon Integrated Technology Inc. (SAMOA) 7.Success Praise Corporation. 8.Mindtech Corp. (SAMOA)","1.京鼎&承鼎&凱諾(股)公司 (苗栗縣竹南鎮科中路16號) 2.京鼎&承鼎(股)公司竹南科研廠 (苗栗縣竹南鎮科研路70號) 3.Foxsemicon LLC (96 Bonaventura Dr, San Jose, CA, USA.) 4.公司員工宿舍 (頭份幼英、頭份文化、頭份八德、竹南天仁、南科陽光)","19,709.6434","1.京鼎精密科技、承鼎精密、凱諾科技股份有限公司(科中廠) 2.京鼎精密科技、承鼎精密股份有限公司竹南科研廠(科研廠) 3.銓冠半導體科技股份有限公司 4.凱樺康半導體設備南京有限公司 5.Foxsemicon LLC. 6.Foxsemicon Integrated Technology Inc. (SAMOA) 7.Success Praise Corporation. 8.Mindtech Corp. (SAMOA) 9.富士邁半導體精密工業(上海)有限公司 10.富曜半導體(昆山)有限公司","1.京鼎&承鼎&凱諾(股)公司 (苗栗縣竹南鎮科中路16號) 2.京鼎&承鼎(股)公司竹南科研廠 (苗栗縣竹南鎮科研路70號) 3.Foxsemicon LLC (96 Bonaventura Dr, San Jose, CA, USA.) 4.公司員工宿舍 (頭份幼英、頭份文化、頭份八德、竹南天仁、南科陽光)","13,227.6677","1.京鼎精密科技、承鼎精密、凱諾科技股份有限公司(科中廠) 2.京鼎精密科技、承鼎精密股份有限公司竹南科研廠(科研廠) 3.銓冠半導體科技股份有限公司 4.凱樺康半導體設備南京有限公司 5.Foxsemicon LLC. 6.Foxsemicon Integrated Technology Inc. (SAMOA) 7.Success Praise Corporation. 8.Mindtech Corp. (SAMOA)","1.京鼎&承鼎&凱諾(股)公司 (苗栗縣竹南鎮科中路16號) 2.京鼎&承鼎(股)公司竹南科研廠 (苗栗縣竹南鎮科研路70號) 3.Foxsemicon LLC (96 Bonaventura Dr, San Jose, CA, USA.) 4.公司員工宿舍 (頭份幼英、頭份文化、頭份八德、竹南天仁、南科陽光)","0.2437"
"=""3416""","融程電","126.0106","僅母公司","N/A","717.0748","僅母公司","N/A","N/A","N/A","N/A","0.3400"
"=""3419""","譁裕","107.8000","僅母公司","N/A","729.1500","僅母公司","N/A","891.1100","僅母公司","N/A","0.7300"
"=""3432""","台端","0.0000","合併財務報表之母子公司","N/A","97.0514","合併財務報表之母子公司","N/A","N/A","N/A","N/A","N/A"
"=""3437""","榮創","256.7300","母公司(湖口/四維廠區)","N/A","7,130.6100","母公司(湖口/四維廠區)","N/A","N/A","N/A","N/A","3.7449"
"=""3443""","創意","933.0934","包含合併財務報表之母子公司","包含合併財務報表之母子公司","9,417.9627","包含合併財務報表之母子公司","包含合併財務報表之母子公司","195,464.2331","包含合併財務報表之母子公司","包含合併財務報表之母子公司","7.8400"
"=""3447""","展達","114.1688","母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)","母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)","3,180.5641","母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)","母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)","614,115.3071","母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)","母公司(台北總部)、合併財務報表之子公司(蘇州工廠、泰國工廠)","1.1485"
"=""3450""","聯鈞","481.2078","母公司","N/A","7,138.0792","母公司","N/A","2,953.6889","母公司","N/A","1.4112"
"=""3481""","群創","109,369.5540","合併財務報表之母子公司","合併財務報表之母子公司","2,493,974.3640","合併財務報表之母子公司","合併財務報表之母子公司","1,647,629.9180","合併財務報表之母子公司","合併財務報表之母子公司","12.2100"
"=""3494""","誠研","15.6408","公務車（汽油）、噴燈瓦斯（PLG）、桶裝瓦斯、化糞池、飲水機、冷氣機、恆溫恆溼機、冰水主機、冰箱、冷凍式乾燥機、滅火設備滅火器","N/A","722.8742","外購電力","N/A","N/A","N/A","N/A","1.0925"
"=""3501""","維熹","1,117.0000","合併財務報表之母子公司(不含美日子公司)","N/A","12,922.0000","合併財務報表之母子公司(不含美日子公司)","N/A","3,366.0000","合併財務報表之母子公司(不含美日子公司)","N/A","N/A"
"=""3504""","揚明光","804.9287","新竹科學園區新安路7號地下1樓至3樓","合理保證等級","11,314.7798","新竹科學園區新安路7號地下1樓至3樓","合理保證等級","4,642.2007","新竹科學園區新安路7號地下1樓至3樓","有限保證等級","4.4087"
"=""3515""","華擎","266.1030","母公司(台灣)","N/A","609.9100","母公司(台灣)","N/A","N/A","N/A","N/A","0.0610"
"=""3518""","柏騰","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3528""","安馳","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3530""","晶相光","4.9868","母公司","母公司","109.1356","母公司","母公司","0.5768","母公司","母公司","114.6992"
"=""3532""","台勝科","5,914.8200","母公司","母公司","224,035.6500","母公司","母公司","5,359,211.0700","母公司","母公司","375.7200"
"=""3533""","嘉澤","3,381.1400","本公司廣州廠、中山廠、蘇州廠、越南廠","本公司廣州廠、中山廠、蘇州廠、越南廠","42,159.7400","本公司廣州廠、中山廠、蘇州廠、越南廠","本公司廣州廠、中山廠、蘇州廠、越南廠","110,854.0730","本公司廣州廠、中山廠、蘇州廠","本公司廣州廠、中山廠、蘇州廠","1.6805"
"=""3535""","晶彩科","N/A","N/A","N/A","296,837.0930","竹北總公司","N/A","N/A","N/A","N/A","N/A"
"=""3543""","州巧","1,068.8781","盤查相關資訊為2023年1月1日至2023年12月31日期間之溫室氣體排放;對象以100 %營運控制權設定組織邊界。組織邊界為本公司總部暨工廠包括新竹廠,台南廠,蘇州廠,廈門廠","1-1. 固定燃燒源 1-2. 移動燃燒源 1-3. 製程排放源 1-4. 逸散性排放源","10,313.3231","盤查相關資訊為2023年1月1日至2023年12月31日期間之溫室氣體排放;對象以100 %營運控制權設定組織邊界。組織邊界為本公司總部暨工廠包括新竹廠,台南廠,蘇州廠,廈門廠","能源間接排放：來自於輸入的電力所產生之溫室氣體排放，但不包含能源生命週期上游之排放。","N/A","N/A","N/A","3.4997"
"=""3545""","敦泰","1,706.0270","合併財報範圍公司(部分營運據點如美國、韓國因人數少，2023年尚未納入)","N/A","1,126.4332","合併財報範圍公司(部分營運據點如美國、韓國因人數少，2023年尚未納入)","N/A","176,811.6072","合併財報範圍公司(部分營運據點如美國、韓國因人數少，2023年尚未納入)","N/A","13.2403"
"=""3550""","聯穎","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3557""","嘉威","330.1600","母公司及大陸子公司","N/A","24,454.6900","母公司及大陸子公司","N/A","N/A","N/A","N/A","5.2152"
"=""3563""","牧德","53.4362","新竹工業東二路2之3號、新竹市展業一路1號1F、新竹市展業一路3號1F、新竹市展業一路1號2F 子公司黑澤科技 新竹市工業東二路2之3號3F(部份區域)","N/A","803.0994","新竹工業東二路2之3號、新竹市展業一路1號1F、新竹市展業一路3號1F、新竹市展業一路1號2F 子公司黑澤科技 新竹市工業東二路2之3號3F(部份區域)","N/A","N/A","N/A","N/A","0.4864"
"=""3576""","聯合再生","1,182.4803","母公司個體（包含台北總部、竹科廠、竹南廠、台南廠及高雄辦公室）","母公司個體（包含台北總部、竹科廠、竹南廠、台南廠及高雄辦公室）","41,774.5072","母公司個體（包含台北總部、竹科廠、竹南廠、台南廠及高雄辦公室）","母公司個體（包含台北總部、竹科廠、竹南廠、台南廠及高雄辦公室）","966.7468","母公司個體（包含台北總部、竹科廠、竹南廠、台南廠及高雄辦公室）","母公司個體（包含台北總部、竹科廠、竹南廠、台南廠及高雄辦公室）","5.1403"
"=""3583""","辛耘","886.3177","母公司-湖口廠","母公司-湖口廠","9,523.6020","母公司-湖口廠","母公司-湖口廠","N/A","N/A","N/A","N/A"
"=""3588""","通嘉","N/A","N/A","N/A","N/A","N/A","N/A","721.1900","竹北市母公司所在地、新北市板橋及台南市辦公室","N/A","0.7021"
"=""3591""","艾笛森","151.3186","艾笛森(含子公司艾特光電)於台灣所有廠區","N/A","1,514.8957","艾笛森(含子公司艾特光電)於台灣所有廠區","N/A","1,077.7078","艾笛森(含子公司艾特光電)於台灣所有廠區","N/A","1.2203"
"=""3592""","瑞鼎","128.7600","母公司","母公司","1,222.1363","母公司","母公司","N/A","N/A","N/A","0.0740"
"=""3593""","力銘","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"=""3596""","智易","738.6000","1.智易科技股份有限公司 2.仁寶網路資訊(昆山)有限公司 3.Arcadyan Technology (Vietnam) Co., Ltd. 4.上海廣智技術發展有限公司","1.智易科技股份有限公司 2.仁寶網路資訊(昆山)有限公司 3.Arcadyan Technology (Vietnam) Co., Ltd.","24,297.1900","1.智易科技股份有限公司 2.仁寶網路資訊(昆山)有限公司 3.Arcadyan Technology (Vietnam) Co., Ltd. 4.上海廣智技術發展有限公司","1.智易科技股份有限公司 2.仁寶網路資訊(昆山)有限公司 3.Arcadyan Technology (Vietnam) Co., Ltd.","3,304,633.6300","1.智易科技股份有限公司 2.仁寶網路資訊(昆山)有限公司 3.Arcadyan Technology (Vietnam) Co., Ltd. 4.上海廣智技術發展有限公司","1.智易科技股份有限公司 2.仁寶網路資訊(昆山)有限公司 3.Arcadyan Technology (Vietnam) Co., Ltd.","0.4880"
"=""3605""","宏致","238.4736","1.東園總部：桃園市中壢區東園路 13 號 2.精工中心：桃園市中壢區過嶺路二段 530 -6 號，並包含所有宏致電子製造流程及管理設施。並排除於組織邊界中子公司（廣迎新、龍翰控制所屬之排放源及自動販賣機、桶裝飲水機。","由第三方查證機構 UL依據 ISO 14064-1 2018、 ISO 14064-3 2019查證，直接溫 室氣體排放及移除量以及能源間接溫室氣體排放之查證等級為合理保證等級；其他間接溫室氣體排放之查證等級為有限保證等級， 實質性門檻為 5%，於 2024年 5月通過。","4,216.9170","1.東園總部：桃園市中壢區東園路 13 號 2.精工中心：桃園市中壢區過嶺路二段 530 -6 號，並包含所有宏致電子製造流程及管理設施。並排除於組織邊界中子公司（廣迎新、龍翰控制所屬之排放源及自動販賣機、桶裝飲水機。","由第三方查證機構 UL依據 ISO 14064-1 2018、 ISO 14064-3 2019查證，直接溫 室氣體排放及移除量以及能源間接溫室氣體排放之查證等級為合理保證等級；其他間接溫室氣體排放之查證等級為有限保證等級， 實質性門檻為 5%，於 2024年 5月通過。","1,529.9477","1.東園總部：桃園市中壢區東園路 13 號 2.精工中心：桃園市中壢區過嶺路二段 530 -6 號，並包含所有宏致電子製造流程及管理設施。並排除於組織邊界中子公司（廣迎新、龍翰控制所屬之排放源及自動販賣機、桶裝飲水機。","由第三方查證機構 UL依據 ISO 14064-1 2018、 ISO 14064-3 2019查證，直接溫 室氣體排放及移除量以及能源間接溫室氣體排放之查證等級為合理保證等級；其他間接溫室氣體排放之查證等級為有限保證等級， 實質性門檻為 5%，於 2024年 5月通過。","1.4688"
